accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMEA104303712				1566026400						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124018/19990_4#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124018/19990_4#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124018/19990_4#23.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180870	SC_EXP_19990_4#23	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/008/ERR2124018/ERR2124018_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/008/ERR2124018/ERR2124018_2.fastq.gz	278419840;289201345	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124018/ERR2124018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124018/ERR2124018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124018/ERR2124018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124018/ERR2124018_2.fastq.gz	0e97c4d4396838cb7704d9d7dee282e6;d8427bc311015da02776fe21599eb927	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					20880352	ERR2124018	SC_RUN_19990_4#23		SAMEA104303712	bdd66e20-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928690	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124018/19990_4#23.cram	431142997	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124018/19990_4#23.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124018/19990_4#23.cram		7a8218e93e071857e3152526ae627736			9606						
SAMEA104303713				1572205050						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124019/19990_4#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124019/19990_4#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124019/19990_4#24.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180871	SC_EXP_19990_4#24	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/009/ERR2124019/ERR2124019_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/009/ERR2124019/ERR2124019_2.fastq.gz	282839942;291372027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124019/ERR2124019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124019/ERR2124019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124019/ERR2124019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124019/ERR2124019_2.fastq.gz	ead145307e29e5dcbe6c86a41e748c20;9b32c422cbd78a5760e3642a2a8aa291	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:H3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					20962734	ERR2124019	SC_RUN_19990_4#24		SAMEA104303713	bde3b490-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928691	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124019/19990_4#24.cram	439840729	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124019/19990_4#24.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124019/19990_4#24.cram		5679af99a13e2b3d53c66ea50ea42a33			9606						
SAMEA104303708				1887682350						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124020/19990_5#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124020/19990_5#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124020/19990_5#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180872	SC_EXP_19990_5#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/000/ERR2124020/ERR2124020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/000/ERR2124020/ERR2124020_2.fastq.gz	343872067;341984537	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124020/ERR2124020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124020/ERR2124020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124020/ERR2124020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124020/ERR2124020_2.fastq.gz	3def1c94b4193ace87846c5cfc2d4c92;99c2c51ee8a62df67765c14878d4b395	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					25169098	ERR2124020	SC_RUN_19990_5#13		SAMEA104303708	bd644b60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928686	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124020/19990_5#13.cram	518487177	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124020/19990_5#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124020/19990_5#13.cram		c56a151f536f2f24074f2e55ffff285f			9606						
SAMEA104303709				1603267200						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124021/19990_5#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124021/19990_5#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124021/19990_5#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180873	SC_EXP_19990_5#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/001/ERR2124021/ERR2124021_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/001/ERR2124021/ERR2124021_2.fastq.gz	293726962;296208562	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124021/ERR2124021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124021/ERR2124021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124021/ERR2124021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124021/ERR2124021_2.fastq.gz	bc64ec18b3b8ce6454c1ea8ff43cf89b;7090f25325ef84033325c2ec91e25c07	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21376896	ERR2124021	SC_RUN_19990_5#14		SAMEA104303709	bd6e0f60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928687	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124021/19990_5#14.cram	445470818	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124021/19990_5#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124021/19990_5#14.cram		b96822b3f47dcc11f6b30241db5d39f2			9606						
SAMEA104303710				1686091650						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124022/19990_5#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124022/19990_5#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124022/19990_5#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180874	SC_EXP_19990_5#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/002/ERR2124022/ERR2124022_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/002/ERR2124022/ERR2124022_2.fastq.gz	307576111;312441485	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124022/ERR2124022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124022/ERR2124022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124022/ERR2124022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124022/ERR2124022_2.fastq.gz	dcee0e57a678cb51f4fc6e64de991066;fd8b0a60281d324b4cede69fd15f43df	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22481222	ERR2124022	SC_RUN_19990_5#15		SAMEA104303710	bd7b7ce0-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928688	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124022/19990_5#15.cram	468558573	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124022/19990_5#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124022/19990_5#15.cram		7d1b3b3c27d42b4aa3abc0aecc23ab2b			9606						
SAMEA104303711				1435928250						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124023/19990_5#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124023/19990_5#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124023/19990_5#22.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180875	SC_EXP_19990_5#22	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/003/ERR2124023/ERR2124023_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/003/ERR2124023/ERR2124023_2.fastq.gz	262452882;271738727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124023/ERR2124023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124023/ERR2124023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124023/ERR2124023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124023/ERR2124023_2.fastq.gz	7ef9b7c83e7a096fcb3829dbecd7aa94;7ebdb06729505d072841b0355ef316a1	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19145710	ERR2124023	SC_RUN_19990_5#22		SAMEA104303711	bdcaae50-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928689	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124023/19990_5#22.cram	408869184	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124023/19990_5#22.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124023/19990_5#22.cram		1ba1a5ba99dc2b80d62cb15aa65fb6c1			9606						
SAMEA104303712				1568218500						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124024/19990_5#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124024/19990_5#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124024/19990_5#23.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180876	SC_EXP_19990_5#23	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/004/ERR2124024/ERR2124024_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/004/ERR2124024/ERR2124024_2.fastq.gz	288955586;289628467	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124024/ERR2124024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124024/ERR2124024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124024/ERR2124024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124024/ERR2124024_2.fastq.gz	3a48aae31f20227c6105688a2fc278a4;edd9d877b98df04c5154b3a240aa8a82	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					20909580	ERR2124024	SC_RUN_19990_5#23		SAMEA104303712	bdd66e20-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928690	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124024/19990_5#23.cram	441085432	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124024/19990_5#23.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124024/19990_5#23.cram		04fd77b0592e0d4a8eb651b0613f51df			9606						
SAMEA104303713				1573464000						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124025/19990_5#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124025/19990_5#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124025/19990_5#24.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180877	SC_EXP_19990_5#24	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/005/ERR2124025/ERR2124025_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/005/ERR2124025/ERR2124025_2.fastq.gz	293275132;291627596	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124025/ERR2124025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124025/ERR2124025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124025/ERR2124025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124025/ERR2124025_2.fastq.gz	acb358b0f947fbafc330a62b66150afa;deecb86af35d036bd32a7d9e9a13997f	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:H3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					20979520	ERR2124025	SC_RUN_19990_5#24		SAMEA104303713	bde3b490-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928691	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124025/19990_5#24.cram	449566875	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124025/19990_5#24.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124025/19990_5#24.cram		a8fa8237adc185d049a86256656ac734			9606						
SAMEA104303708				1892976150						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124026/19990_6#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124026/19990_6#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124026/19990_6#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180878	SC_EXP_19990_6#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/006/ERR2124026/ERR2124026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/006/ERR2124026/ERR2124026_2.fastq.gz	347518513;345059586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124026/ERR2124026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124026/ERR2124026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124026/ERR2124026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124026/ERR2124026_2.fastq.gz	4304ad1ebe885236d40087542793237c;5694059bff8a89c5b6c63e288e0953b9	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					25239682	ERR2124026	SC_RUN_19990_6#13		SAMEA104303708	bd644b60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928686	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124026/19990_6#13.cram	524487646	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124026/19990_6#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124026/19990_6#13.cram		759c631c5ccf99238708ca8c887553a5			9606						
SAMEA104303709				1607280750						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124027/19990_6#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124027/19990_6#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124027/19990_6#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180879	SC_EXP_19990_6#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/007/ERR2124027/ERR2124027_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/007/ERR2124027/ERR2124027_2.fastq.gz	296855755;298803852	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124027/ERR2124027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124027/ERR2124027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124027/ERR2124027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124027/ERR2124027_2.fastq.gz	15b2f65d9f4bfca440e5f4edb19dccb2;8438ab6a259f3ce3a2e35470e1bd5665	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21430410	ERR2124027	SC_RUN_19990_6#14		SAMEA104303709	bd6e0f60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928687	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124027/19990_6#14.cram	449964918	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124027/19990_6#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124027/19990_6#14.cram		cc0900b55bdfa60a6bf634f95b6ec447			9606						
SAMEA104303710				1690005000						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124028/19990_6#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124028/19990_6#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124028/19990_6#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180880	SC_EXP_19990_6#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/008/ERR2124028/ERR2124028_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/008/ERR2124028/ERR2124028_2.fastq.gz	310855024;315086662	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124028/ERR2124028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124028/ERR2124028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124028/ERR2124028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124028/ERR2124028_2.fastq.gz	4994bcf93277bd2a236cf9d11119372a;3eb7bdc703c4d57e9cce908d45cf5a7d	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22533400	ERR2124028	SC_RUN_19990_6#15		SAMEA104303710	bd7b7ce0-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928688	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124028/19990_6#15.cram	472902355	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124028/19990_6#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124028/19990_6#15.cram		19c03fc5144b051ea1b0709a18080b15			9606						
