run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
ERR2598122	ERP109002	SAMEA4690044	ERS2510228	ERX2614403	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5658sTS.Human.Heart.16w.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	20583718	2078955518	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5658sTS.Human.Heart.16w.Female_s	E-MTAB-6814:5658sTS.Human.Heart.16w.Female	1083550576	05c277a59c0fda015524c473d761a75f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598122/ERR2598122.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598122/ERR2598122.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598122/ERR2598122.fastq.gz	999339470	092f25024407e0bad165ea3c33973fae	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598122/5658sTS.Human.Heart.16w.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598122/5658sTS.Human.Heart.16w.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598122/5658sTS.Human.Heart.16w.Female.fastq.gz	FASTQ	704820255	09b612136bbb5409369bfbadeda9f326	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598122	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/002/ERR2598122	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598122	E-MTAB-6814:5658sTS.Human.Heart.16w.Female	ArrayExpress	5658sTS.Human.Heart.16w.Female		2018-05-25
ERR2598147	ERP109002	SAMEA4690069	ERS2510253	ERX2614428	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5653sTS.Human.Testis.18w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	27691291	2796820391	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5653sTS.Human.Testis.18w.Male_s	E-MTAB-6814:5653sTS.Human.Testis.18w.Male	1545272768	44d0197acddf63b04e6b50a4564ceb18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598147/ERR2598147.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598147/ERR2598147.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598147/ERR2598147.fastq.gz	1433073775	5211bc38536cb534af3c967d5841ea1f	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598147/5653sTS.Human.Testis.18w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598147/5653sTS.Human.Testis.18w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598147/5653sTS.Human.Testis.18w.Male.fastq.gz	FASTQ	1017160001	1de363f5622a53d1ede483f937a0a992	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598147	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/007/ERR2598147	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598147	E-MTAB-6814:5653sTS.Human.Testis.18w.Male	ArrayExpress	5653sTS.Human.Testis.18w.Male		2018-05-25
ERR2598151	ERP109002	SAMEA4690073	ERS2510257	ERX2614432	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5668sTS.Human.Brain.20w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	16822979	1699120879	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5668sTS.Human.Brain.20w.Male_s	E-MTAB-6814:5668sTS.Human.Brain.20w.Male	929760201	1a7d304b5bbcf6f22abe30de01c296bd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598151/ERR2598151.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598151/ERR2598151.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598151/ERR2598151.fastq.gz	860031022	a6d6b811c5234de504b349a1912972b8	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598151/5668sTS.Human.Brain.20w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598151/5668sTS.Human.Brain.20w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598151/5668sTS.Human.Brain.20w.Male.fastq.gz	FASTQ	609973538	d564eb4cd20fce97c925650e60bd2990	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598151	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/001/ERR2598151	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598151	E-MTAB-6814:5668sTS.Human.Brain.20w.Male	ArrayExpress	5668sTS.Human.Brain.20w.Male		2018-05-25
ERR2598126	ERP109002	SAMEA4690048	ERS2510232	ERX2614407	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5671sTS.Human.Hindbrain.16w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	45960122	4641972322	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5671sTS.Human.Hindbrain.16w.Male_s	E-MTAB-6814:5671sTS.Human.Hindbrain.16w.Male	2534077290	8a04f79633834c9a106d31abcc1187af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598126/ERR2598126.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598126/ERR2598126.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598126/ERR2598126.fastq.gz	2350750420	83b079832e49f3e5a575779697636214	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598126/5671sTS.Human.Hindbrain.16w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598126/5671sTS.Human.Hindbrain.16w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598126/5671sTS.Human.Hindbrain.16w.Male.fastq.gz	FASTQ	1664663882	4198993e0ae709ba1f081e8abe49be02	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598126	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/006/ERR2598126	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598126	E-MTAB-6814:5671sTS.Human.Hindbrain.16w.Male	ArrayExpress	5671sTS.Human.Hindbrain.16w.Male		2018-05-25
ERR2598128	ERP109002	SAMEA4690050	ERS2510234	ERX2614409	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5661sTS.Human.Kidney.16w.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	25331715	2558503215	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5661sTS.Human.Kidney.16w.Female_s	E-MTAB-6814:5661sTS.Human.Kidney.16w.Female	1344003792	019654b918d63c88130700647268ca47	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598128/ERR2598128.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598128/ERR2598128.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598128/ERR2598128.fastq.gz	1241444160	285496b37ae46dbc8846f3301787444e	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598128/5661sTS.Human.Kidney.16w.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598128/5661sTS.Human.Kidney.16w.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598128/5661sTS.Human.Kidney.16w.Female.fastq.gz	FASTQ	873931120	8f84a3dac0e90152d7ce5097406a2bc5	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598128	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/008/ERR2598128	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598128	E-MTAB-6814:5661sTS.Human.Kidney.16w.Female	ArrayExpress	5661sTS.Human.Kidney.16w.Female		2018-05-25
ERR2598157	ERP109002	SAMEA4690079	ERS2510263	ERX2614438	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5771sTS.Human.Kidney.20w.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	34906521	3525558621	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5771sTS.Human.Kidney.20w.Female_s	E-MTAB-6814:5771sTS.Human.Kidney.20w.Female	2061767877	a5bd12ed06bb16a0a9ac1eb438f64aa2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598157/ERR2598157.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598157/ERR2598157.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598157/ERR2598157.fastq.gz	1921812366	f5d505b56f3a897c4ef5c7dd61f63416	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598157/5771sTS.Human.Kidney.20w.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598157/5771sTS.Human.Kidney.20w.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598157/5771sTS.Human.Kidney.20w.Female.fastq.gz	FASTQ	1364851554	dc865b74a6596230b2d42a4ff0f60855	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598157	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/007/ERR2598157	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598157	E-MTAB-6814:5771sTS.Human.Kidney.20w.Female	ArrayExpress	5771sTS.Human.Kidney.20w.Female		2018-05-25
ERR2598129	ERP109002	SAMEA4690051	ERS2510235	ERX2614410	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5687sTS.Human.Kidney.16w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	23023255	2325348755	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5687sTS.Human.Kidney.16w.Male_s	E-MTAB-6814:5687sTS.Human.Kidney.16w.Male	1269199295	4551c12f04f9c774583e21914f67cc4b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598129/ERR2598129.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598129/ERR2598129.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598129/ERR2598129.fastq.gz	1174646391	750d22b49d7371f844f5f8f85f3d673b	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598129/5687sTS.Human.Kidney.16w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598129/5687sTS.Human.Kidney.16w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598129/5687sTS.Human.Kidney.16w.Male.fastq.gz	FASTQ	833334385	a5c9ee7b82a5c81dbcfa30b60562bf7e	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598129	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/009/ERR2598129	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598129	E-MTAB-6814:5687sTS.Human.Kidney.16w.Male	ArrayExpress	5687sTS.Human.Kidney.16w.Male		2018-05-25
ERR2598162	ERP109002	SAMEA4690084	ERS2510268	ERX2614443	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5773sTS.Human.Liver.20w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	53558560	5409414560	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5773sTS.Human.Liver.20w.Male_s	E-MTAB-6814:5773sTS.Human.Liver.20w.Male	3016325882	435a9d23e437d8e28393b0bc888c1ec0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598162/ERR2598162.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598162/ERR2598162.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598162/ERR2598162.fastq.gz	2801615960	a1f7e8f956b144619bf880d07a575990	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598162/5773sTS.Human.Liver.20w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598162/5773sTS.Human.Liver.20w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598162/5773sTS.Human.Liver.20w.Male.fastq.gz	FASTQ	2091388886	01759562f6e5d42c4b1435449694cfe9	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598162	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/002/ERR2598162	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598162	E-MTAB-6814:5773sTS.Human.Liver.20w.Male	ArrayExpress	5773sTS.Human.Liver.20w.Male		2018-05-25
ERR2598131	ERP109002	SAMEA4690053	ERS2510237	ERX2614412	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5654sTS.Human.Liver.16w.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	34509932	3485503132	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5654sTS.Human.Liver.16w.Female_s	E-MTAB-6814:5654sTS.Human.Liver.16w.Female	1726340752	0906db8e93336506626d9467f47d29e9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598131/ERR2598131.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598131/ERR2598131.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598131/ERR2598131.fastq.gz	1586939702	5e62535628d1ab5b48cf28542f10984e	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598131/5654sTS.Human.Liver.16w.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598131/5654sTS.Human.Liver.16w.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598131/5654sTS.Human.Liver.16w.Female.fastq.gz	FASTQ	1175167940	6b2a9019668f54c42f8e9b3844de5e40	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598131	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/001/ERR2598131	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598131	E-MTAB-6814:5654sTS.Human.Liver.16w.Female	ArrayExpress	5654sTS.Human.Liver.16w.Female		2018-05-25
ERR2598168	ERP109002	SAMEA4690090	ERS2510274	ERX2614449	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3588sTS.Human.Heart.CS13.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	23176479	2340824379	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3588sTS.Human.Heart.CS13.Male_s	E-MTAB-6814:3588sTS.Human.Heart.CS13.Male	1239435828	5828da8963968d7ec724e2bc8970f2a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598168/ERR2598168.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598168/ERR2598168.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598168/ERR2598168.fastq.gz	1145144458	3ad513d0ba79f5097e79134d793bfef9	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598168/3588sTS.Human.Heart.CS13.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598168/3588sTS.Human.Heart.CS13.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598168/3588sTS.Human.Heart.CS13.Male.fastq.gz	FASTQ	807445182	aaf878606bbcac77647462b939b837f2	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598168	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/008/ERR2598168	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598168	E-MTAB-6814:3588sTS.Human.Heart.CS13.Male	ArrayExpress	3588sTS.Human.Heart.CS13.Male		2018-05-25
ERR2598133	ERP109002	SAMEA4690055	ERS2510239	ERX2614414	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5673sTS.Human.Ovary.16w.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	75267134	7601980534	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5673sTS.Human.Ovary.16w.Female_s	E-MTAB-6814:5673sTS.Human.Ovary.16w.Female	4149382952	233f71729587e558e84d10bd8b853a15	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598133/ERR2598133.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598133/ERR2598133.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598133/ERR2598133.fastq.gz	3847362261	3bd0fb48daef0ba5a6d32f5e57fa51b7	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598133/5673sTS.Human.Ovary.16w.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598133/5673sTS.Human.Ovary.16w.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598133/5673sTS.Human.Ovary.16w.Female.fastq.gz	FASTQ	2721938062	64f762cc71ef2b2290b4f674b0ecce16	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598133	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/003/ERR2598133	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598133	E-MTAB-6814:5673sTS.Human.Ovary.16w.Female	ArrayExpress	5673sTS.Human.Ovary.16w.Female		2018-05-25
ERR2598134	ERP109002	SAMEA4690056	ERS2510240	ERX2614415	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5652sTS.Human.Testis.16w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	19589699	1978559599	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5652sTS.Human.Testis.16w.Male_s	E-MTAB-6814:5652sTS.Human.Testis.16w.Male	1096295956	f6633bfe8d6bae402d9f80c0086617f7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598134/ERR2598134.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598134/ERR2598134.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598134/ERR2598134.fastq.gz	1015726995	0c86bc2142dadb5def7f5f4d94581a88	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598134/5652sTS.Human.Testis.16w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598134/5652sTS.Human.Testis.16w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598134/5652sTS.Human.Testis.16w.Male.fastq.gz	FASTQ	720232482	f47a2fe29d581fe24cbc92b365365c63	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598134	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/004/ERR2598134	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598134	E-MTAB-6814:5652sTS.Human.Testis.16w.Male	ArrayExpress	5652sTS.Human.Testis.16w.Male		2018-05-25
ERR2598173	ERP109002	SAMEA4690095	ERS2510279	ERX2614454	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3589sTS.Human.Liver.CS13.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	51292623	5180554923	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3589sTS.Human.Liver.CS13.Male_s	E-MTAB-6814:3589sTS.Human.Liver.CS13.Male	3165045770	dc329e42cc35d0363ee318ab99620f05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598173/ERR2598173.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598173/ERR2598173.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598173/ERR2598173.fastq.gz	2959187984	0a81434b852d51306f41af14f5bd6b0b	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598173/3589sTS.Human.Liver.CS13.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598173/3589sTS.Human.Liver.CS13.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598173/3589sTS.Human.Liver.CS13.Male.fastq.gz	FASTQ	2115311804	08315314978b75bfdb8e96f53fd4e4ad	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598173	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/003/ERR2598173	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598173	E-MTAB-6814:3589sTS.Human.Liver.CS13.Male	ArrayExpress	3589sTS.Human.Liver.CS13.Male		2018-05-25
ERR2598136	ERP109002	SAMEA4690058	ERS2510242	ERX2614417	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5946sTS.Human.Testis.16w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	24887353	2513622653	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5946sTS.Human.Testis.16w.Male_s	E-MTAB-6814:5946sTS.Human.Testis.16w.Male	1421649868	2945b0cf767995e4ab5e0ae78d3614fe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598136/ERR2598136.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598136/ERR2598136.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598136/ERR2598136.fastq.gz	1320073809	2dd385f27c8d51ec50da52fe26b7b442	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598136/5946sTS.Human.Testis.16w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598136/5946sTS.Human.Testis.16w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598136/5946sTS.Human.Testis.16w.Male.fastq.gz	FASTQ	935627038	a222cb331cb824c2dabc4bdb426294e4	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598136	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/006/ERR2598136	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598136	E-MTAB-6814:5946sTS.Human.Testis.16w.Male	ArrayExpress	5946sTS.Human.Testis.16w.Male		2018-05-25
ERR2598174	ERP109002	SAMEA4690096	ERS2510280	ERX2614455	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5626sTS.Human.Liver.4w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	24707657	2495473357	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5626sTS.Human.Liver.4w.Male_s	E-MTAB-6814:5626sTS.Human.Liver.4w.Male	1387755206	c89fd801f23ec2ec9a023a8c7b0c198c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598174/ERR2598174.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598174/ERR2598174.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598174/ERR2598174.fastq.gz	1286686123	d3f115a74782e3de80b09c26fe646688	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598174/5626sTS.Human.Liver.4w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598174/5626sTS.Human.Liver.4w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598174/5626sTS.Human.Liver.4w.Male.fastq.gz	FASTQ	915345374	02e883fa1d948b2d15bdffc04b3fd344	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598174	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/004/ERR2598174	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598174	E-MTAB-6814:5626sTS.Human.Liver.4w.Male	ArrayExpress	5626sTS.Human.Liver.4w.Male		2018-05-25
