run_accession	experiment_title	study_accession	aligned	sample_accession	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	depth	description	dev_stage	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	run_alias	run_date	salinity	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	replicate	DepMap_ID	CCLE_Name	cell_line_name	condition	PERT_TYPE	PERT_ENSEMBL	PERT_GENE	control_samples	pert_time	pert_time_units	pert_concentration	pert_concentration_units	sampling_campaign	sampling_platform	sampling_site	tax_id	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	tag	target_gene	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
SRR5579471	NextSeq 500 sequencing: GSM2633685: HCC1806_Control_0_6 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149864									540708450							HCC1806		GEO																NextSeq 500 sequencing: GSM2633685: HCC1806_Control_0_6 Homo sapiens RNA-Seq										SRX2837596	GSM2633685						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/001/SRR5579471/SRR5579471.fastq.gz	324354346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/001/SRR5579471/SRR5579471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/001/SRR5579471/SRR5579471.fastq.gz	880897f3f8f4dba7a366ed262a07aaec		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		7209446											GSM2633685_r1			GSM2633685			HCC1806_Control_0_6						HCC1806_Control_0_6		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	CONTROL	CONTROL			SRR5579471,SRR5579472	6	hours	0	micromolar				9606	Homo sapiens		SRS2211761	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/001/SRR5579471	217410443	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/001/SRR5579471	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/001/SRR5579471	d3cfacd92869a088057669d7d8bf05e0	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579472	NextSeq 500 sequencing: GSM2633685: HCC1806_Control_0_6 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149864									559138050							HCC1806		GEO																NextSeq 500 sequencing: GSM2633685: HCC1806_Control_0_6 Homo sapiens RNA-Seq										SRX2837596	GSM2633685						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/002/SRR5579472/SRR5579472.fastq.gz	321265754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/002/SRR5579472/SRR5579472.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/002/SRR5579472/SRR5579472.fastq.gz	cbe2e169df59a985a9c168c1b4a0102c		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		7455174											GSM2633685_r2			GSM2633685			HCC1806_Control_0_6						HCC1806_Control_0_6		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	CONTROL	CONTROL			SRR5579471,SRR5579472	6	hours	0	micromolar				9606	Homo sapiens		SRS2211761	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/002/SRR5579472	213933741	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/002/SRR5579472	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/002/SRR5579472	a95885b398da5ea918b9d7e3f1da60e1	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579375	NextSeq 500 sequencing: GSM2633637: HCC1806_Control_0_24 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149927									511529325							HCC1806		GEO																NextSeq 500 sequencing: GSM2633637: HCC1806_Control_0_24 Homo sapiens RNA-Seq										SRX2837548	GSM2633637						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/005/SRR5579375/SRR5579375.fastq.gz	304649980	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/005/SRR5579375/SRR5579375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/005/SRR5579375/SRR5579375.fastq.gz	7f3f9b5abe61c1f99ba75d077c1ff378		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		6820391											GSM2633637_r1			GSM2633637			HCC1806_Control_0_24						HCC1806_Control_0_24		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	CONTROL	CONTROL			SRR5579375,SRR5579376	24	hours	0	micromolar				9606	Homo sapiens		SRS2211713	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/005/SRR5579375	204050501	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/005/SRR5579375	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/005/SRR5579375	67784748023e22c953c14d881338297f	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579376	NextSeq 500 sequencing: GSM2633637: HCC1806_Control_0_24 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149927									527491575							HCC1806		GEO																NextSeq 500 sequencing: GSM2633637: HCC1806_Control_0_24 Homo sapiens RNA-Seq										SRX2837548	GSM2633637						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/006/SRR5579376/SRR5579376.fastq.gz	300608083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/006/SRR5579376/SRR5579376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/006/SRR5579376/SRR5579376.fastq.gz	716019c50c598a36be7a8efd22640460		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		7033221											GSM2633637_r2			GSM2633637			HCC1806_Control_0_24						HCC1806_Control_0_24		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	CONTROL	CONTROL			SRR5579375,SRR5579376	24	hours	0	micromolar				9606	Homo sapiens		SRS2211713	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/006/SRR5579376	199954860	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/006/SRR5579376	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/006/SRR5579376	51a166cfe2a8d49b71f2bd8955738826	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579477	NextSeq 500 sequencing: GSM2633688: HCC1806_Abemaciclib_3_6_rep2 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149861									393995775							HCC1806		GEO																NextSeq 500 sequencing: GSM2633688: HCC1806_Abemaciclib_3_6_rep2 Homo sapiens RNA-Seq										SRX2837599	GSM2633688						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/007/SRR5579477/SRR5579477.fastq.gz	237539772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/007/SRR5579477/SRR5579477.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/007/SRR5579477/SRR5579477.fastq.gz	e398483e66631f54454c08e6d20c5317		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		5253277											GSM2633688_r1			GSM2633688			HCC1806_Abemaciclib_3_6_rep2						HCC1806_Abemaciclib_3_6_rep2		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579471,SRR5579472	6	hours	3	micromolar				9606	Homo sapiens		SRS2211764	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/007/SRR5579477	159309822	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/007/SRR5579477	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/007/SRR5579477	4b8bac4a45a93d60f8874030271622f3	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579478	NextSeq 500 sequencing: GSM2633688: HCC1806_Abemaciclib_3_6_rep2 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149861									410061075							HCC1806		GEO																NextSeq 500 sequencing: GSM2633688: HCC1806_Abemaciclib_3_6_rep2 Homo sapiens RNA-Seq										SRX2837599	GSM2633688						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/008/SRR5579478/SRR5579478.fastq.gz	236828371	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/008/SRR5579478/SRR5579478.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/008/SRR5579478/SRR5579478.fastq.gz	402f6145fd0b3820cf9053a12d7da6fd		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		5467481											GSM2633688_r2			GSM2633688			HCC1806_Abemaciclib_3_6_rep2						HCC1806_Abemaciclib_3_6_rep2		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579471,SRR5579472	6	hours	3	micromolar				9606	Homo sapiens		SRS2211764	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/008/SRR5579478	157801551	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/008/SRR5579478	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/008/SRR5579478	ebd2e6acf3a1028c8f3d69ab82457564	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579475	NextSeq 500 sequencing: GSM2633687: HCC1806_Abemaciclib_3_6_rep1 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149862									552494400							HCC1806		GEO																NextSeq 500 sequencing: GSM2633687: HCC1806_Abemaciclib_3_6_rep1 Homo sapiens RNA-Seq										SRX2837598	GSM2633687						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/005/SRR5579475/SRR5579475.fastq.gz	331014396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/005/SRR5579475/SRR5579475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/005/SRR5579475/SRR5579475.fastq.gz	740d477354056a164c304ebc1a6f6822		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		7366592											GSM2633687_r1			GSM2633687			HCC1806_Abemaciclib_3_6_rep1						HCC1806_Abemaciclib_3_6_rep1		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579471,SRR5579472	6	hours	3	micromolar				9606	Homo sapiens		SRS2211763	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/005/SRR5579475	221917573	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/005/SRR5579475	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/005/SRR5579475	ca744f8f3361888a72d405afb9b974d6	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579476	NextSeq 500 sequencing: GSM2633687: HCC1806_Abemaciclib_3_6_rep1 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149862									572172375							HCC1806		GEO																NextSeq 500 sequencing: GSM2633687: HCC1806_Abemaciclib_3_6_rep1 Homo sapiens RNA-Seq										SRX2837598	GSM2633687						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/006/SRR5579476/SRR5579476.fastq.gz	328190756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/006/SRR5579476/SRR5579476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/006/SRR5579476/SRR5579476.fastq.gz	d2dce26ef8078f5c77b0a2157a9d1ffb		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		7628965											GSM2633687_r2			GSM2633687			HCC1806_Abemaciclib_3_6_rep1						HCC1806_Abemaciclib_3_6_rep1		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579471,SRR5579472	6	hours	3	micromolar				9606	Homo sapiens		SRS2211763	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/006/SRR5579476	218569845	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/006/SRR5579476	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/006/SRR5579476	a2fd382f04602b086ae1d1435034dc2a	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579381	NextSeq 500 sequencing: GSM2633640: HCC1806_Abemaciclib_3_24_rep2 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149924									472323525							HCC1806		GEO																NextSeq 500 sequencing: GSM2633640: HCC1806_Abemaciclib_3_24_rep2 Homo sapiens RNA-Seq										SRX2837551	GSM2633640						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/001/SRR5579381/SRR5579381.fastq.gz	283311095	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/001/SRR5579381/SRR5579381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/001/SRR5579381/SRR5579381.fastq.gz	9585b1e78997abf3d83b8f1ae331374f		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		6297647											GSM2633640_r1			GSM2633640			HCC1806_Abemaciclib_3_24_rep2						HCC1806_Abemaciclib_3_24_rep2		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579375,SRR5579376	24	hours	3	micromolar				9606	Homo sapiens		SRS2211716	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/001/SRR5579381	189949402	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/001/SRR5579381	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/001/SRR5579381	1d0fe7c9bedd7c6c3704b0309857cbe2	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579382	NextSeq 500 sequencing: GSM2633640: HCC1806_Abemaciclib_3_24_rep2 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149924									492204525							HCC1806		GEO																NextSeq 500 sequencing: GSM2633640: HCC1806_Abemaciclib_3_24_rep2 Homo sapiens RNA-Seq										SRX2837551	GSM2633640						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/002/SRR5579382/SRR5579382.fastq.gz	282559950	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/002/SRR5579382/SRR5579382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/002/SRR5579382/SRR5579382.fastq.gz	803134052bc36fe93eb6c818533e8e67		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		6562727											GSM2633640_r2			GSM2633640			HCC1806_Abemaciclib_3_24_rep2						HCC1806_Abemaciclib_3_24_rep2		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579375,SRR5579376	24	hours	3	micromolar				9606	Homo sapiens		SRS2211716	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/002/SRR5579382	188156217	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/002/SRR5579382	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/002/SRR5579382	83b2e1d89b2cc1cceb211ea965f73895	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579379	NextSeq 500 sequencing: GSM2633639: HCC1806_Abemaciclib_3_24_rep1 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149925									436434675							HCC1806		GEO																NextSeq 500 sequencing: GSM2633639: HCC1806_Abemaciclib_3_24_rep1 Homo sapiens RNA-Seq										SRX2837550	GSM2633639						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/009/SRR5579379/SRR5579379.fastq.gz	260065146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/009/SRR5579379/SRR5579379.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/009/SRR5579379/SRR5579379.fastq.gz	54bd73e4fee87758cef6346637abc1da		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		5819129											GSM2633639_r1			GSM2633639			HCC1806_Abemaciclib_3_24_rep1						HCC1806_Abemaciclib_3_24_rep1		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579375,SRR5579376	24	hours	3	micromolar				9606	Homo sapiens		SRS2211715	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/009/SRR5579379	174244237	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/009/SRR5579379	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/009/SRR5579379	e1bf9c48b9c834f4c88adb642f21d3bd	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579380	NextSeq 500 sequencing: GSM2633639: HCC1806_Abemaciclib_3_24_rep1 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149925									451501950							HCC1806		GEO																NextSeq 500 sequencing: GSM2633639: HCC1806_Abemaciclib_3_24_rep1 Homo sapiens RNA-Seq										SRX2837550	GSM2633639						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/000/SRR5579380/SRR5579380.fastq.gz	257365992	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/000/SRR5579380/SRR5579380.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/000/SRR5579380/SRR5579380.fastq.gz	9b171ec67d0869a9e697b5667defe950		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		6020026											GSM2633639_r2			GSM2633639			HCC1806_Abemaciclib_3_24_rep1						HCC1806_Abemaciclib_3_24_rep1		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579375,SRR5579376	24	hours	3	micromolar				9606	Homo sapiens		SRS2211715	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/000/SRR5579380	171244679	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/000/SRR5579380	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/000/SRR5579380	3ef58f27e705b83c9dbdfe0313573e3b	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
SRR5579473	NextSeq 500 sequencing: GSM2633686: HCC1806_Abemaciclib_0.3_6 Homo sapiens RNA-Seq	PRJNA387311		SAMN07149863									465645825							HCC1806		GEO																NextSeq 500 sequencing: GSM2633686: HCC1806_Abemaciclib_0.3_6 Homo sapiens RNA-Seq										SRX2837597	GSM2633686						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR557/003/SRR5579473/SRR5579473.fastq.gz	280069028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/003/SRR5579473/SRR5579473.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR557/003/SRR5579473/SRR5579473.fastq.gz	a14a7e64ab67b6f49a3a4477c26a7c04		2019-06-30	2019-06-30														NextSeq 500	ILLUMINA				2019-06-30		RNA was extracted using Applied Biosystems MagMax 96 total RNA isolation kit (AM1830) with DNase digestion according to the manufacturer’s protocol. Libraries were prepared using Illumina TruSeq Stranded mRNA sample preparation kit (RS-122-2103) from 500 ng of purified total RNA according to the manufacturer’s protocol in a reduced reaction volume.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		6208611											GSM2633686_r1			GSM2633686			HCC1806_Abemaciclib_0.3_6						HCC1806_Abemaciclib_0.3_6		ACH-000624	HCC1806_BREAST	HCC1806_BREAST	ABEMACICLIB	DRUG			SRR5579471,SRR5579472	6	hours	0.3	micromolar				9606	Homo sapiens		SRS2211762	SRP107565													fasp.sra.ebi.ac.uk:/vol1/srr/SRR557/003/SRR5579473	187760206	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/003/SRR5579473	ftp.sra.ebi.ac.uk/vol1/srr/SRR557/003/SRR5579473	6bba9c36f290ff5bd8ac33bc53c2df5d	public		GSE99116	Multiomics Profiling Establishes the Polypharmacology of FDA-Approved CDK4/6 Inhibitors and the Potential for Differential Clinical Activity.			SRA563064										ena								
